1,1,2000,1,1,0,0,0,0,0,0,0,316.508,0.281396,1.15454,1,0,5
2,1,2000,1,2,0,0,0,0,0,0,0,3.81747,0.789698,0.750352,1,0,9
3,1,2000,1,3,0,0,0,0,0,0,0,25.0252,0.151352,0.618706,1,0,13
4,1,2000,1,4,0,0,0,0,0,0,0,21.9386,0.211809,0.725858,1,0,17
5,1,2000,1,5,0,0,0,0,0,0,0,21.6048,0.670221,0.769164,1,0,21
6,1,8000,1,5,0,0,0,0,0,1,0,35.6193,0.199032,0.630856,1,0,25
6,2,8000,3,5,0,0,0,0,1,1,0,52.8016,0.189784,3.00361,1,0,29
7,1,2000,1,6,0,0,0,0,1,1,0,6.17095,0.714835,0.862282,2,0,34
8,1,8000,1,6,0,0,0,0,1,2,0,13.5824,0.231717,0.623079,2,0,38
8,2,8000,1,6,0,0,0,0,1,2,1,3.11589,0.406198,0.64622,2,0,42
8,3,8000,1,6,0,0,0,0,1,2,2,0.557553,0.15735,4.72422,2,0,46
8,4,8000,33,6,0,0,0,0,1,2,3,171.387,1.07477,33,2,0,50
8,5,8000,1,6,0,0,0,0,1,2,4,551.506,0.127686,1.17167,3,0,55
8,6,8000,33,6,0,0,0,0,1,2,5,1.03649,1.01925,33,3,0,59
8,7,8000,33,6,0,0,0,0,1,2,6,13.2455,0.284276,33,3,0,63
8,8,8000,33,6,0,0,0,0,1,2,7,82.4702,3.05836,33,3,0,67
8,9,8000,1,6,0,0,0,0,1,2,8,9.22362,0.617308,4.18433,7,0,75
8,10,8000,1,6,0,0,0,0,1,2,9,146.365,0.0972548,1.26391,9,0,81
8,11,8000,1,6,0,0,0,0,1,2,10,21.9648,0.876826,1.42311,9,0,85
8,12,8000,33,6,0,0,0,0,1,2,11,3.34281,1.29936,33,9,0,89
8,13,8000,1,6,0,0,0,0,1,2,12,382.781,0.623415,1.66527,14,1,99
8,14,8000,33,6,0,0,0,0,1,2,13,0.501266,0.649464,33,14,1,103
8,15,8000,33,6,0,0,0,0,1,2,14,7.23717,0.100621,33,15,1,108
