1,1,8000,1,1,0,0,0,0,0,0,1,0,74.1535,0.000525149,0.414026,0,0,4
1,2,8000,1,1,0,0,0,0,0,0,1,1,227.63,0.205073,0.773715,2,0,10
1,3,8000,1,1,0,0,0,0,0,0,1,2,25.7057,0.473505,0.498952,2,0,14
1,4,8000,1,3,0,0,0,0,0,1,1,2,8.02114,0.667185,1.97145,2,0,18
2,1,2000,1,1,1,0,0,0,0,1,1,2,6.49574,0.849206,0.862252,2,0,22
3,1,2000,1,1,2,0,0,0,0,1,1,2,5.33587,0.455692,0.435557,2,0,26
4,1,8000,1,1,2,0,0,0,0,1,2,2,18.0208,0.159583,0.531222,2,0,30
4,2,8000,1,1,2,0,0,0,0,1,2,3,5.27052,0.120147,0.662771,3,0,35
4,3,8000,1,1,2,0,0,0,0,1,2,4,6.15289,0.519821,0.582899,4,0,40
4,4,8000,1,3,2,0,0,0,0,2,2,4,9.86048,0.495725,1.71886,4,0,44
5,1,2000,1,1,3,0,0,0,0,2,2,4,2.91117,0.30069,0.47521,4,0,48
6,1,2000,1,1,4,0,0,0,0,2,2,4,13.075,0.275252,0.472022,4,0,52
7,1,8000,1,1,4,0,0,0,0,2,3,4,15.5652,0.311562,0.447164,4,0,56
7,2,8000,1,3,4,0,0,0,0,3,3,4,9.32708,0.11894,1.90437,4,0,60
8,1,2000,1,1,5,0,0,0,0,3,3,4,2.52347,0.516717,0.470886,4,0,64
9,1,2000,1,1,6,0,0,0,0,3,3,4,14.0597,0.396114,0.504967,4,0,68
10,1,2000,1,1,7,0,0,0,0,3,3,4,13.7757,0.128659,0.596163,4,0,72
11,1,2000,1,1,8,0,0,0,0,3,3,4,12.9047,0.118767,0.519565,4,0,76
12,1,8000,1,1,8,0,0,0,0,3,4,4,13.9849,0.166874,0.523599,4,0,80
12,2,8000,1,3,8,0,0,0,0,4,4,4,33.9517,0.52849,1.8927,7,0,87
13,1,8000,1,1,8,0,0,0,0,4,5,4,2.67462,0.543792,0.53375,7,0,91
13,2,8000,1,3,8,0,0,0,0,5,5,4,4.3269,0.337677,2.10547,7,0,95
14,1,2000,1,1,9,0,0,0,0,5,5,4,3.06606,0.391988,3.11555,7,0,99
15,1,8000,1,1,9,0,0,0,0,5,6,4,12.0287,0.176909,0.561197,7,0,103
15,2,8000,1,3,9,0,0,0,0,6,6,4,6.88104,0.396228,1.13618,7,0,107
16,1,8000,1,3,9,0,0,0,1,6,6,4,8.28928,0.659494,2.21222,8,0,112
17,1,8000,0,1,10,0,0,0,1,6,6,4,2.03951,1.8424,0.614066,8,0,116
18,1,8000,1,1,10,0,0,0,1,6,7,4,13.4023,0.0639062,0.45951,8,0,120
18,2,8000,1,3,10,0,0,0,1,7,7,4,11.9972,0.466776,3.0372,8,0,124
19,1,8000,1,1,10,0,0,0,1,7,8,4,3.69955,0.142184,0.566497,8,1,129
19,2,8000,1,1,10,0,0,0,1,7,8,5,7.14025,0.528968,0.641664,9,2,135
19,3,8000,1,1,10,0,0,0,1,7,8,6,4.6767,0.633442,0.757167,9,3,140
19,4,8000,1,1,10,0,0,0,1,7,8,7,6.23617,0.434041,0.647306,9,3,144
19,5,8000,1,3,10,0,0,0,1,8,8,7,15.6062,0.455947,1.28491,10,3,149
20,1,2000,1,1,11,0,0,0,1,8,8,7,5.35428,0.768224,0.611645,10,3,153
21,1,8000,1,1,11,0,0,0,1,8,9,7,10.6789,0.462377,0.463711,10,3,157
