1,1,2000,1,1,0,0,0,0,0,0,0,93.4739,0.769422,0.617344,1,0,5
2,1,2000,1,2,0,0,0,0,0,0,0,3.81105,0.57714,0.500649,1,0,9
3,1,2000,1,3,0,0,0,0,0,0,0,11.9978,0.425155,0.536107,1,0,13
4,1,2000,1,4,0,0,0,0,0,0,0,20.8586,0.565706,0.442142,1,0,17
5,1,2000,3,4,0,1,0,0,0,0,0,22.8512,0.892084,0.81412,1,0,21
5,2,2000,1,4,1,1,0,0,0,0,0,7.04516,0.911096,0.550798,2,0,26
6,1,2000,1,5,1,1,0,0,0,0,0,9.27146,0.624359,0.611237,2,0,30
7,1,2000,1,6,1,1,0,0,0,0,0,16.0702,0.708104,0.488722,2,0,34
8,1,8000,1,6,1,1,0,0,0,1,0,17.2306,0.86633,0.730531,2,0,38
8,2,8000,3,6,1,1,0,0,1,1,0,93.2275,1.51599,0.785115,2,0,42
9,1,8000,1,6,1,1,0,0,1,2,0,4.57463,1.17675,0.617608,2,0,46
9,2,8000,3,6,1,1,0,0,2,2,0,39.0698,2.41392,0.77894,3,0,51
10,1,2000,1,7,1,1,0,0,2,2,0,4.34292,0.655894,0.652851,3,0,55
11,1,2000,1,8,1,1,0,0,2,2,0,11.1901,0.638237,0.36677,3,0,59
12,1,2000,1,9,1,1,0,0,2,2,0,29.1011,0.591443,0.446792,3,0,63
13,1,2000,1,10,1,1,0,0,2,2,0,13.2273,0.579406,0.357286,3,0,67
14,1,8000,1,10,1,1,0,0,2,3,0,16.0711,0.92363,0.588058,3,0,71
14,2,8000,3,10,1,1,0,0,3,3,0,291.373,0.571752,0.705867,3,0,75
15,1,2000,1,11,1,1,0,0,3,3,0,4.06672,0.336571,1.03814,5,0,81
16,1,8000,1,11,1,1,0,0,3,4,0,8.80902,0.98203,0.472828,5,0,85
16,2,8000,33,11,1,1,0,0,3,4,1,2.22011,0.724958,33,5,2,91
16,3,8000,1,11,1,1,0,0,3,4,2,0.50127,0.417135,0.902718,5,3,96
16,4,8000,3,11,1,1,0,0,4,4,2,0.501209,1.17997,0.837153,5,3,100
17,1,8000,1,11,1,1,0,0,4,5,2,1.9614,0.381754,1.2295,7,3,106
17,2,8000,33,11,1,1,0,0,4,5,3,37.1566,1.22487,33,8,4,112
17,3,8000,1,11,1,1,0,0,4,5,4,2.71198,0.144753,1.51164,8,5,117
17,4,8000,3,11,1,1,0,0,5,5,4,0.501139,0.750161,0.68621,8,5,121
18,1,8000,3,11,1,1,0,1,5,5,4,3.65518,1.91512,0.733144,8,5,125
19,1,2000,1,12,1,1,0,1,5,5,4,23.7023,0.837873,0.388416,8,5,129
20,1,8000,1,12,1,1,0,1,5,6,4,12.7274,0.519505,0.436628,8,5,133
20,2,8000,3,12,1,1,0,1,6,6,4,20.6238,1.08312,1.21671,8,5,137
21,1,2000,1,13,1,1,0,1,6,6,4,3.38835,1.11475,0.397153,8,5,141
22,1,2000,1,14,1,1,0,1,6,6,4,21.6138,0.697173,0.473427,8,5,145
23,1,2000,1,15,1,1,0,1,6,6,4,16.9139,0.507305,0.341852,8,5,149
