1,1,2000,1,1,0,0,0,0,0,0,0,63.84,0.40803,1.05326,3,0,7
2,1,2000,1,2,0,0,0,0,0,0,0,14.1027,0.564354,0.451559,4,0,12
3,1,2000,1,3,0,0,0,0,0,0,0,22.8337,0.725253,0.419877,4,0,16
4,1,2000,1,4,0,0,0,0,0,0,0,12.4011,0.692978,0.478432,4,0,20
5,1,2000,1,5,0,0,0,0,0,0,0,81.3148,0.618577,0.629308,6,0,26
6,1,2000,1,6,0,0,0,0,0,0,0,10.6185,0.614297,0.415395,6,0,30
7,1,2000,1,7,0,0,0,0,0,0,0,20.7497,0.610912,0.418973,6,0,34
8,1,8000,1,7,0,0,0,0,0,1,0,12.1764,0.907816,0.470437,6,0,38
8,2,8000,3,7,0,0,0,0,1,1,0,213.458,1.67455,1.90673,6,0,42
9,1,8000,3,7,0,0,0,1,1,1,0,2.95185,0.89127,0.685368,6,0,46
10,1,2000,1,8,0,0,0,1,1,1,0,2.11941,0.429172,0.590193,6,0,50
11,1,8000,1,8,0,0,0,1,1,2,0,11.6116,0.556469,0.589645,6,0,54
11,2,8000,1,8,0,0,0,1,1,2,1,7.6607,0.133041,0.499828,6,0,58
11,3,8000,3,8,0,0,0,1,2,2,1,176.843,1.61117,0.832624,8,0,64
12,1,2000,3,8,0,1,0,1,2,2,1,11.4356,1.86714,1.91242,11,0,71
12,2,2000,1,8,1,1,0,1,2,2,1,4.4441,0.58566,0.674355,12,0,76
13,1,2000,1,9,1,1,0,1,2,2,1,9.50352,1.83486,0.570682,12,0,80
14,1,8000,1,9,1,1,0,1,2,3,1,13.728,0.550551,0.554125,12,1,85
14,2,8000,1,9,1,1,0,1,2,3,2,2.93679,0.242599,0.905077,12,1,89
14,3,8000,33,9,1,1,0,1,2,3,3,183.034,0.464664,33,12,1,93
14,4,8000,3,9,1,1,0,1,3,3,3,7.75286,1.07722,1.06201,12,1,97
15,1,8000,3,9,1,1,0,2,3,3,3,3.63643,0.0668558,3.88026,12,1,101
16,1,8000,1,9,1,1,0,2,3,4,3,6.40086,0.717667,0.461623,14,2,108
16,2,8000,3,9,1,1,0,2,4,4,3,16.18,0.103967,2.50276,14,2,112
17,1,2000,1,10,1,1,0,2,4,4,3,14.1549,0.530792,0.403271,15,2,117
18,1,8000,1,10,1,1,0,2,4,5,3,9.90533,1.04916,0.539128,15,3,122
18,2,8000,3,10,1,1,0,2,5,5,3,10.3513,2.60571,0.887519,16,3,127
19,1,2000,1,11,1,1,0,2,5,5,3,4.8813,0.118634,0.715497,17,3,132
20,1,2000,1,12,1,1,0,2,5,5,3,12.2958,0.598281,0.518624,17,3,136
21,1,2000,1,13,1,1,0,2,5,5,3,12.9699,0.329448,0.442623,17,3,140
22,1,8000,1,13,1,1,0,2,5,6,3,14.2423,0.412106,0.450723,17,3,144
22,2,8000,3,13,1,1,0,2,6,6,3,33.8883,2.44139,3.446,19,3,150
23,1,8000,3,13,1,1,0,3,6,6,3,7.06232,1.92722,1.5304,19,3,154
24,1,8000,1,13,1,1,0,3,6,7,3,5.81802,0.352603,2.33461,19,4,159
24,2,8000,3,13,1,1,0,3,7,7,3,14.6694,0.0820407,2.99609,19,4,163
25,1,2000,1,14,1,1,0,3,7,7,3,4.85867,0.128387,2.39181,19,4,167
26,1,2000,1,15,1,1,0,3,7,7,3,10.3987,0.56892,0.403644,19,4,171
27,1,8000,1,15,1,1,0,3,7,8,3,13.0348,1.25027,0.467893,19,4,175
27,2,8000,3,15,1,1,0,3,8,8,3,0.548965,0.935096,1.24171,19,4,179
28,1,8000,1,15,1,1,0,3,8,9,3,12.3951,0.0315699,1.65797,19,5,184
28,2,8000,1,15,1,1,0,3,8,9,4,22.2495,0.0330593,2.00061,21,6,191
28,3,8000,3,15,1,1,0,3,9,9,4,20.0686,3.80372,0.682806,21,6,195
29,1,8000,3,15,1,1,0,4,9,9,4,36.9548,1.2804,1.68392,27,6,205
30,1,2000,1,16,1,1,0,4,9,9,4,19.0238,0.638,0.413515,27,6,209
31,1,8000,3,16,1,1,0,5,9,9,4,9.39557,1.63311,1.11856,27,6,213
32,1,8000,1,16,1,1,0,5,9,10,4,21.3704,0.436483,2.78213,27,6,217
32,2,8000,1,16,1,1,0,5,9,10,5,282.349,0.81929,1.26611,27,6,221
32,3,8000,33,16,1,1,0,5,9,10,6,765.092,0.024201,33,27,6,225
32,4,8000,1,16,1,1,0,5,9,10,7,525.401,0.418577,0.653153,29,7,232
32,5,8000,3,16,1,1,0,5,10,10,7,0.739372,0.924885,0.868256,30,7,237
33,1,2000,1,17,1,1,0,5,10,10,7,4.1447,0.0312395,1.03065,30,7,241
34,1,8000,3,17,1,1,0,6,10,10,7,4.49499,0.795496,1.33831,30,7,245
35,1,8000,3,17,1,1,0,7,10,10,7,12.4226,1.33807,0.749438,30,7,249
36,1,8000,1,17,1,1,0,7,10,11,7,4.79377,0.0296207,1.26144,30,8,254
36,2,8000,3,17,1,1,0,7,11,11,7,345.45,0.203879,1.18335,30,8,258
