1,1,2000,1,1,0,0,0,0,0,0,0,11.3462,1.51102e-05,0.730039,0,0,4
2,1,2000,1,2,0,0,0,0,0,0,0,13.6022,0.72822,0.661986,0,0,8
3,1,2000,1,3,0,0,0,0,0,0,0,21.7572,0.470328,0.561405,0,0,12
4,1,2000,1,4,0,0,0,0,0,0,0,24.979,0.788256,0.625717,0,0,16
5,1,2000,1,5,0,0,0,0,0,0,0,26.0332,0.598477,0.468579,0,0,20
6,1,8000,1,5,0,0,0,0,0,1,0,20.2599,0.355617,0.501773,0,0,24
6,2,8000,3,5,0,0,0,0,1,1,0,12.3138,0.39411,1.17869,0,0,28
7,1,8000,1,5,0,0,0,0,1,2,0,3.30717,1.13616,0.727869,0,0,32
7,2,8000,3,5,0,0,0,0,2,2,0,43.4393,1.06131,1.22614,0,0,36
8,1,2000,1,6,0,0,0,0,2,2,0,3.44493,0.941049,0.678707,1,0,41
9,1,8000,1,6,0,0,0,0,2,3,0,12.7264,0.938036,0.724219,1,0,45
9,2,8000,3,6,0,0,0,0,3,3,0,3.21802,0.439869,0.852646,1,0,49
10,1,8000,3,6,0,0,0,1,3,3,0,90.0296,0.556231,0.594846,4,0,56
11,1,2000,1,7,0,0,0,1,3,3,0,17.3379,1.07121,1.1997,4,0,60
12,1,2000,1,8,0,0,0,1,3,3,0,16.3693,0.711128,0.859423,4,0,64
13,1,8000,1,8,0,0,0,1,3,4,0,31.8591,0.994366,0.600516,4,0,68
13,2,8000,3,8,0,0,0,1,4,4,0,26.298,1.95871,2.33456,4,0,72
14,1,8000,1,8,0,0,0,1,4,5,0,1.65354,2.08805,4.23503,4,0,76
14,2,8000,3,8,0,0,0,1,5,5,0,8.16598,1.77717,2.88496,4,0,80
15,1,8000,1,8,0,0,0,1,5,6,0,2.98075,1.07682,0.519942,4,0,84
15,2,8000,3,8,0,0,0,1,6,6,0,9.23797,2.16428,0.607987,5,0,89
16,1,8000,1,8,0,0,0,1,6,7,0,3.37899,0.632571,1.23004,5,1,94
16,2,8000,3,8,0,0,0,1,7,7,0,0.501154,0.351404,2.88973,5,1,98
17,1,2000,1,9,0,0,0,1,7,7,0,3.01067,1.37464,0.633139,5,1,102
18,1,2000,1,10,0,0,0,1,7,7,0,17.9728,0.640946,0.485417,5,1,106
19,1,8000,1,10,0,0,0,1,7,8,0,25.6526,1.13918,0.70785,5,1,110
19,2,8000,33,10,0,0,0,1,7,8,1,17.9413,2.76692,33,6,2,116
19,3,8000,33,10,0,0,0,1,7,8,2,0.501999,0.886213,33,6,2,120
19,4,8000,3,10,0,0,0,1,8,8,2,485.084,1.14314,0.778817,6,2,124
20,1,2000,1,11,0,0,0,1,8,8,2,29.5849,0.764181,0.518645,7,2,129
21,1,2000,1,12,0,0,0,1,8,8,2,38.9805,0.993064,0.586097,7,2,133
22,1,8000,1,12,0,0,0,1,8,9,2,40.2167,1.37687,0.664367,7,2,137
22,2,8000,3,12,0,0,0,1,9,9,2,46.7109,1.93164,0.591988,7,2,141
23,1,2000,1,13,0,0,0,1,9,9,2,2.04327,0.886179,0.747061,7,2,145
24,1,2000,1,14,0,0,0,1,9,9,2,30.7454,0.77678,0.669829,7,2,149
25,1,8000,1,14,0,0,0,1,9,10,2,19.9184,1.08509,0.607656,7,2,153
25,2,8000,3,14,0,0,0,1,10,10,2,39.871,1.85554,0.629143,8,2,158
26,1,2000,1,15,0,0,0,1,10,10,2,2.29339,0.730032,0.574906,8,2,162
27,1,8000,3,15,0,0,0,2,10,10,2,20.986,1.35689,3.43346,8,2,166
28,1,2000,1,16,0,0,0,2,10,10,2,1.83843,0.143047,0.506679,8,2,170
29,1,2000,1,17,0,0,0,2,10,10,2,23.5771,0.498432,0.504995,8,2,174
30,1,8000,1,17,0,0,0,2,10,11,2,18.333,0.955724,0.66457,8,2,178
30,2,8000,33,17,0,0,0,2,10,11,3,29.7867,0.16794,33,9,2,183
30,3,8000,33,17,0,0,0,2,10,11,4,63.1115,1.11894,33,9,4,189
30,4,8000,1,17,0,0,0,2,10,11,5,0.501154,0.676437,0.540622,9,5,194
30,5,8000,33,17,0,0,0,2,10,11,6,4.71932,2.38436,33,9,5,198
30,6,8000,3,17,0,0,0,2,11,11,6,8.62724,0.0246374,1.63806,9,5,202
31,1,8000,33,17,0,0,0,2,11,12,6,12.7438,0.5739,33,9,6,207
31,2,8000,33,17,0,0,0,2,11,12,7,18.9632,1.90317,33,9,7,212
31,3,8000,33,17,0,0,0,2,11,12,8,3.03287,0.585304,33,9,8,217
31,4,8000,33,17,0,0,0,2,11,12,9,33.5493,3.05393,33,9,9,222
31,5,8000,33,17,0,0,0,2,11,12,10,41.76,2.65723,33,10,9,227
31,6,8000,33,17,0,0,0,2,11,12,11,4.06674,1.59723,33,10,9,231
31,7,8000,33,17,0,0,0,2,11,12,12,4.78925,2.61141,33,10,10,236
31,8,8000,33,17,0,0,0,2,11,12,13,9.53038,3.35128,33,10,11,241
31,9,8000,3,17,0,0,0,2,12,12,13,4.75708,2.89402,2.95093,11,11,246
32,1,8000,1,17,0,0,0,2,12,13,13,1.54544,2.88362,0.669897,11,11,250
32,2,8000,33,17,0,0,0,2,12,13,14,2.5177,0.92012,33,11,11,254
32,3,8000,1,17,0,0,0,2,12,13,15,0.585484,1.83755,0.615623,11,12,259
