1,1,2000,3,0,0,1,0,0,0,0,0,20.7213,0.286427,0.776618,1,0,5
1,2,2000,1,0,1,1,0,0,0,0,0,4.24248,0.761908,0.583881,1,0,9
2,1,2000,1,1,1,1,0,0,0,0,0,9.96488,0.221659,0.58598,1,0,13
3,1,2000,1,2,1,1,0,0,0,0,0,14.9814,0.513987,0.783897,1,0,17
4,1,2000,3,2,1,2,0,0,0,0,0,16.0883,0.822506,0.536029,2,0,22
4,2,2000,1,2,2,2,0,0,0,0,0,10.6021,0.81483,12.5986,6,0,30
5,1,2000,3,2,2,3,0,0,0,0,0,76.8297,1.15091,0.900016,7,0,35
5,2,2000,1,2,3,3,0,0,0,0,0,9.74497,0.682595,0.610679,8,0,40
6,1,8000,1,2,3,3,0,0,0,1,0,16.7969,0.264869,0.35543,8,0,44
6,2,8000,3,2,3,3,0,0,1,1,0,15.7818,0.79189,1.02218,8,0,48
7,1,2000,1,3,3,3,0,0,1,1,0,3.33202,0.872432,0.650867,8,0,52
8,1,2000,1,4,3,3,0,0,1,1,0,10.8802,0.669742,0.461972,8,0,56
9,1,8000,1,4,3,3,0,0,1,2,0,243.95,0.831907,0.499358,8,1,61
9,2,8000,3,4,3,3,0,0,2,2,0,1.73665,1.26032,0.554351,8,1,65
10,1,8000,1,4,3,3,0,0,2,3,0,3.22763,0.657524,0.481296,8,1,69
10,2,8000,3,4,3,3,0,0,3,3,0,93.9779,0.258672,2.50394,8,1,73
11,1,8000,1,4,3,3,0,0,3,4,0,4.04122,0.666247,0.676252,10,1,79
11,2,8000,3,4,3,3,0,0,4,4,0,10.7122,1.9288,0.654812,10,1,83
12,1,8000,3,4,3,3,0,1,4,4,0,4.4216,1.80343,0.573419,10,1,87
13,1,2000,1,5,3,3,0,1,4,4,0,3.58877,0.495028,0.624145,10,1,91
14,1,2000,1,6,3,3,0,1,4,4,0,9.10378,0.499991,0.490394,10,1,95
15,1,8000,1,6,3,3,0,1,4,5,0,21.0204,0.407127,0.450022,10,1,99
15,2,8000,3,6,3,3,0,1,5,5,0,141.261,0.491042,2.21573,14,1,107
16,1,8000,3,6,3,3,0,2,5,5,0,3.13306,1.01353,0.975718,14,1,111
17,1,2000,3,6,3,4,0,2,5,5,0,4.94593,0.93915,0.769996,14,1,115
17,2,2000,1,6,4,4,0,2,5,5,0,7.84411,0.639199,0.566354,14,1,119
18,1,2000,1,7,4,4,0,2,5,5,0,13.111,0.757088,0.519487,14,1,123
19,1,2000,1,8,4,4,0,2,5,5,0,11.9794,0.238188,0.431139,14,1,127
20,1,2000,1,9,4,4,0,2,5,5,0,23.0709,0.287083,0.364006,14,1,131
21,1,8000,1,9,4,4,0,2,5,6,0,12.038,0.261876,0.526595,14,1,135
21,2,8000,3,9,4,4,0,2,6,6,0,34.4763,1.18071,2.86803,14,1,139
22,1,2000,1,10,4,4,0,2,6,6,0,1.3395,0.577544,0.421794,14,1,143
23,1,2000,1,11,4,4,0,2,6,6,0,10.333,0.619599,0.478356,14,1,147
24,1,2000,1,12,4,4,0,2,6,6,0,12.1827,0.505008,0.5096,14,1,151
